,date,county,city,race,population,atleast_onedose,fully_vaccinated,boosted,boosted_second,partially_vaccinated
2466,2021-03-09,Suffolk,Chelsea,AI/AN,53.0,,,,,
2467,2021-03-09,Suffolk,Chelsea,Asian,810.0,207.0,109.0,,,98.0
2468,2021-03-09,Suffolk,Chelsea,Black,3336.0,399.0,237.0,,,162.0
2469,2021-03-09,Suffolk,Chelsea,Hispanic,25092.0,1791.0,810.0,,,981.0
2470,2021-03-09,Suffolk,Chelsea,Multi,420.0,81.0,50.0,,,31.0
2471,2021-03-09,Suffolk,Chelsea,NH/PI,16.0,,,,,
2472,2021-03-09,Suffolk,Chelsea,White,7307.0,2443.0,1494.0,,,949.0
2473,2021-03-09,Suffolk,Chelsea,Other/Unknown,,1265.0,679.0,,,586.0
2474,2021-03-09,Suffolk,Chelsea,Total,36918.0,,,,,
5490,2021-03-16,Suffolk,Chelsea,AI/AN,53.0,,,,,
5491,2021-03-16,Suffolk,Chelsea,Asian,810.0,246.0,135.0,,,111.0
5492,2021-03-16,Suffolk,Chelsea,Black,3336.0,460.0,277.0,,,183.0
5493,2021-03-16,Suffolk,Chelsea,Hispanic,25092.0,2201.0,1082.0,,,1119.0
5494,2021-03-16,Suffolk,Chelsea,Multi,420.0,91.0,60.0,,,31.0
5495,2021-03-16,Suffolk,Chelsea,NH/PI,16.0,,,,,
5496,2021-03-16,Suffolk,Chelsea,White,7307.0,2736.0,1730.0,,,1006.0
5497,2021-03-16,Suffolk,Chelsea,Other/Unknown,,1340.0,742.0,,,598.0
5498,2021-03-16,Suffolk,Chelsea,Total,36918.0,,,,,
8523,2021-03-23,Suffolk,Chelsea,AI/AN,53.0,,,,,
8524,2021-03-23,Suffolk,Chelsea,Asian,810.0,307.0,161.0,,,146.0
8525,2021-03-23,Suffolk,Chelsea,Black,3336.0,534.0,330.0,,,204.0
8526,2021-03-23,Suffolk,Chelsea,Hispanic,25092.0,2653.0,1415.0,,,1238.0
8527,2021-03-23,Suffolk,Chelsea,Multi,420.0,100.0,65.0,,,35.0
8528,2021-03-23,Suffolk,Chelsea,NH/PI,16.0,,,,,
8529,2021-03-23,Suffolk,Chelsea,White,7307.0,3094.0,2043.0,,,1051.0
8530,2021-03-23,Suffolk,Chelsea,Other/Unknown,,1437.0,814.0,,,623.0
8531,2021-03-23,Suffolk,Chelsea,Total,36918.0,,,,,
11556,2021-03-30,Suffolk,Chelsea,AI/AN,53.0,,,,,
11557,2021-03-30,Suffolk,Chelsea,Asian,810.0,374.0,201.0,,,173.0
11558,2021-03-30,Suffolk,Chelsea,Black,3336.0,608.0,372.0,,,236.0
11559,2021-03-30,Suffolk,Chelsea,Hispanic,25092.0,3357.0,1849.0,,,1508.0
11560,2021-03-30,Suffolk,Chelsea,Multi,420.0,118.0,77.0,,,41.0
11561,2021-03-30,Suffolk,Chelsea,NH/PI,16.0,,,,,
11562,2021-03-30,Suffolk,Chelsea,White,7307.0,3409.0,2309.0,,,1100.0
11563,2021-03-30,Suffolk,Chelsea,Other/Unknown,,1568.0,906.0,,,662.0
11564,2021-03-30,Suffolk,Chelsea,Total,36918.0,,,,,
14589,2021-04-06,Suffolk,Chelsea,AI/AN,53.0,,,,,
14590,2021-04-06,Suffolk,Chelsea,Asian,810.0,457.0,227.0,,,230.0
14591,2021-04-06,Suffolk,Chelsea,Black,3336.0,702.0,419.0,,,283.0
14592,2021-04-06,Suffolk,Chelsea,Hispanic,25092.0,4354.0,2126.0,,,2228.0
14593,2021-04-06,Suffolk,Chelsea,Multi,420.0,145.0,87.0,,,58.0
14594,2021-04-06,Suffolk,Chelsea,NH/PI,16.0,,,,,
14595,2021-04-06,Suffolk,Chelsea,White,7307.0,3834.0,2533.0,,,1301.0
14596,2021-04-06,Suffolk,Chelsea,Other/Unknown,,1777.0,989.0,,,788.0
14597,2021-04-06,Suffolk,Chelsea,Total,36918.0,,,,,
17622,2021-04-13,Suffolk,Chelsea,AI/AN,53.0,,,,,
17623,2021-04-13,Suffolk,Chelsea,Asian,810.0,558.0,296.0,,,262.0
17624,2021-04-13,Suffolk,Chelsea,Black,3336.0,810.0,501.0,,,309.0
17625,2021-04-13,Suffolk,Chelsea,Hispanic,25092.0,6238.0,2917.0,,,3321.0
17626,2021-04-13,Suffolk,Chelsea,Multi,420.0,166.0,99.0,,,67.0
17627,2021-04-13,Suffolk,Chelsea,NH/PI,16.0,,,,,
17628,2021-04-13,Suffolk,Chelsea,White,7307.0,4303.0,2960.0,,,1343.0
17629,2021-04-13,Suffolk,Chelsea,Other/Unknown,,2073.0,1201.0,,,872.0
17630,2021-04-13,Suffolk,Chelsea,Total,36918.0,,,,,
20655,2021-04-20,Suffolk,Chelsea,AI/AN,53.0,,,,,
20656,2021-04-20,Suffolk,Chelsea,Asian,810.0,647.0,347.0,,,300.0
20657,2021-04-20,Suffolk,Chelsea,Black,3336.0,908.0,558.0,,,350.0
20658,2021-04-20,Suffolk,Chelsea,Hispanic,25092.0,7965.0,3399.0,,,4566.0
20659,2021-04-20,Suffolk,Chelsea,Multi,420.0,190.0,117.0,,,73.0
20660,2021-04-20,Suffolk,Chelsea,NH/PI,16.0,,,,,
20661,2021-04-20,Suffolk,Chelsea,White,7307.0,4696.0,3245.0,,,1451.0
20662,2021-04-20,Suffolk,Chelsea,Other/Unknown,,2469.0,1422.0,,,1047.0
20663,2021-04-20,Suffolk,Chelsea,Total,36918.0,,,,,
23688,2021-04-27,Suffolk,Chelsea,AI/AN,53.0,,,,,
23689,2021-04-27,Suffolk,Chelsea,Asian,810.0,741.0,425.0,,,316.0
23690,2021-04-27,Suffolk,Chelsea,Black,3336.0,1003.0,636.0,,,367.0
23691,2021-04-27,Suffolk,Chelsea,Hispanic,25092.0,9003.0,4296.0,,,4707.0
23692,2021-04-27,Suffolk,Chelsea,Multi,420.0,203.0,140.0,,,63.0
23693,2021-04-27,Suffolk,Chelsea,NH/PI,16.0,,,,,
23694,2021-04-27,Suffolk,Chelsea,White,7307.0,4937.0,3600.0,,,1337.0
23695,2021-04-27,Suffolk,Chelsea,Other/Unknown,,2651.0,1569.0,,,1082.0
23696,2021-04-27,Suffolk,Chelsea,Total,36918.0,,,,,
26721,2021-05-04,Suffolk,Chelsea,AI/AN,53.0,,,,,
26722,2021-05-04,Suffolk,Chelsea,Asian,810.0,803.0,520.0,,,283.0
26723,2021-05-04,Suffolk,Chelsea,Black,3336.0,1072.0,721.0,,,351.0
26724,2021-05-04,Suffolk,Chelsea,Hispanic,25092.0,9642.0,5836.0,,,3806.0
26725,2021-05-04,Suffolk,Chelsea,Multi,420.0,224.0,160.0,,,64.0
26726,2021-05-04,Suffolk,Chelsea,NH/PI,16.0,,,,,
26727,2021-05-04,Suffolk,Chelsea,White,7307.0,5126.0,3988.0,,,1138.0
26728,2021-05-04,Suffolk,Chelsea,Other/Unknown,,2768.0,1733.0,,,1035.0
26729,2021-05-04,Suffolk,Chelsea,Total,36918.0,,,,,
29754,2021-05-11,Suffolk,Chelsea,AI/AN,53.0,,,,,
29755,2021-05-11,Suffolk,Chelsea,Asian,810.0,847.0,607.0,,,240.0
29756,2021-05-11,Suffolk,Chelsea,Black,3336.0,1145.0,822.0,,,323.0
29757,2021-05-11,Suffolk,Chelsea,Hispanic,25092.0,10429.0,7463.0,,,2966.0
29758,2021-05-11,Suffolk,Chelsea,Multi,420.0,237.0,183.0,,,54.0
29759,2021-05-11,Suffolk,Chelsea,NH/PI,16.0,,,,,
29760,2021-05-11,Suffolk,Chelsea,White,7307.0,5284.0,4372.0,,,912.0
29761,2021-05-11,Suffolk,Chelsea,Other/Unknown,,2899.0,1861.0,,,1038.0
29762,2021-05-11,Suffolk,Chelsea,Total,36918.0,,,,,
32787,2021-05-18,Suffolk,Chelsea,AI/AN,53.0,,,,,
32788,2021-05-18,Suffolk,Chelsea,Asian,810.0,884.0,670.0,,,214.0
32789,2021-05-18,Suffolk,Chelsea,Black,3336.0,1244.0,899.0,,,345.0
32790,2021-05-18,Suffolk,Chelsea,Hispanic,25092.0,11358.0,8510.0,,,2848.0
32791,2021-05-18,Suffolk,Chelsea,Multi,420.0,251.0,192.0,,,59.0
32792,2021-05-18,Suffolk,Chelsea,NH/PI,16.0,,,,,
32793,2021-05-18,Suffolk,Chelsea,White,7307.0,5539.0,4600.0,,,939.0
32794,2021-05-18,Suffolk,Chelsea,Other/Unknown,,3303.0,1973.0,,,1330.0
32795,2021-05-18,Suffolk,Chelsea,Total,36918.0,,,,,
35811,2021-05-25,Suffolk,Chelsea,AI/AN,53.0,,,,,
35812,2021-05-25,Suffolk,Chelsea,Asian,810.0,917.0,727.0,,,190.0
35813,2021-05-25,Suffolk,Chelsea,Black,3336.0,1309.0,980.0,,,329.0
35814,2021-05-25,Suffolk,Chelsea,Hispanic,25092.0,12251.0,9116.0,,,3135.0
35815,2021-05-25,Suffolk,Chelsea,Multi,420.0,259.0,199.0,,,60.0
35816,2021-05-25,Suffolk,Chelsea,NH/PI,16.0,,,,,
35817,2021-05-25,Suffolk,Chelsea,White,7307.0,5679.0,4762.0,,,917.0
35818,2021-05-25,Suffolk,Chelsea,Other/Unknown,,3474.0,2082.0,,,1392.0
35819,2021-05-25,Suffolk,Chelsea,Total,36918.0,,,,,
38844,2021-06-01,Suffolk,Chelsea,AI/AN,53.0,,,,,
38845,2021-06-01,Suffolk,Chelsea,Asian,810.0,942.0,784.0,,,158.0
38846,2021-06-01,Suffolk,Chelsea,Black,3336.0,1342.0,1048.0,,,294.0
38847,2021-06-01,Suffolk,Chelsea,Hispanic,25092.0,12865.0,9821.0,,,3044.0
38848,2021-06-01,Suffolk,Chelsea,Multi,420.0,265.0,218.0,,,47.0
38849,2021-06-01,Suffolk,Chelsea,NH/PI,16.0,,,,,
38850,2021-06-01,Suffolk,Chelsea,White,7307.0,5790.0,4951.0,,,839.0
38851,2021-06-01,Suffolk,Chelsea,Other/Unknown,,3626.0,2219.0,,,1407.0
38852,2021-06-01,Suffolk,Chelsea,Total,36918.0,,,,,
41877,2021-06-08,Suffolk,Chelsea,AI/AN,53.0,,,,,
41878,2021-06-08,Suffolk,Chelsea,Asian,810.0,986.0,866.0,,,120.0
41879,2021-06-08,Suffolk,Chelsea,Black,3336.0,1386.0,1116.0,,,270.0
41880,2021-06-08,Suffolk,Chelsea,Hispanic,25092.0,13436.0,10706.0,,,2730.0
41881,2021-06-08,Suffolk,Chelsea,Multi,420.0,276.0,234.0,,,42.0
41882,2021-06-08,Suffolk,Chelsea,NH/PI,16.0,,,,,
41883,2021-06-08,Suffolk,Chelsea,White,7307.0,5901.0,5132.0,,,769.0
41884,2021-06-08,Suffolk,Chelsea,Other/Unknown,,3813.0,2412.0,,,1401.0
41885,2021-06-08,Suffolk,Chelsea,Total,36918.0,,,,,
44910,2021-06-15,Suffolk,Chelsea,AI/AN,53.0,,,,,
44911,2021-06-15,Suffolk,Chelsea,Asian,810.0,999.0,897.0,,,102.0
44912,2021-06-15,Suffolk,Chelsea,Black,3336.0,1427.0,1166.0,,,261.0
44913,2021-06-15,Suffolk,Chelsea,Hispanic,25092.0,13870.0,11585.0,,,2285.0
44914,2021-06-15,Suffolk,Chelsea,Multi,420.0,286.0,252.0,,,34.0
44915,2021-06-15,Suffolk,Chelsea,NH/PI,16.0,,,,,
44916,2021-06-15,Suffolk,Chelsea,White,7307.0,5976.0,5297.0,,,679.0
44917,2021-06-15,Suffolk,Chelsea,Other/Unknown,,3899.0,2592.0,,,1307.0
44918,2021-06-15,Suffolk,Chelsea,Total,36918.0,,,,,
47943,2021-06-22,Suffolk,Chelsea,AI/AN,53.0,,,,,
47944,2021-06-22,Suffolk,Chelsea,Asian,810.0,1007.0,909.0,,,98.0
47945,2021-06-22,Suffolk,Chelsea,Black,3336.0,1455.0,1187.0,,,268.0
47946,2021-06-22,Suffolk,Chelsea,Hispanic,25092.0,14116.0,12123.0,,,1993.0
47947,2021-06-22,Suffolk,Chelsea,Multi,420.0,293.0,263.0,,,30.0
47948,2021-06-22,Suffolk,Chelsea,NH/PI,16.0,,,,,
47949,2021-06-22,Suffolk,Chelsea,White,7307.0,6031.0,5387.0,,,644.0
47950,2021-06-22,Suffolk,Chelsea,Other/Unknown,,3979.0,2687.0,,,1292.0
47951,2021-06-22,Suffolk,Chelsea,Total,36918.0,,,,,
50976,2021-06-29,Suffolk,Chelsea,AI/AN,53.0,,,,,
50977,2021-06-29,Suffolk,Chelsea,Asian,810.0,1010.0,921.0,,,89.0
50978,2021-06-29,Suffolk,Chelsea,Black,3336.0,1485.0,1231.0,,,254.0
50979,2021-06-29,Suffolk,Chelsea,Hispanic,25092.0,14381.0,12531.0,,,1850.0
50980,2021-06-29,Suffolk,Chelsea,Multi,420.0,300.0,273.0,,,
50981,2021-06-29,Suffolk,Chelsea,NH/PI,16.0,,,,,
50982,2021-06-29,Suffolk,Chelsea,White,7307.0,6050.0,5466.0,,,584.0
50983,2021-06-29,Suffolk,Chelsea,Other/Unknown,,4013.0,2739.0,,,1274.0
50984,2021-06-29,Suffolk,Chelsea,Total,36918.0,,,,,
54009,2021-07-06,Suffolk,Chelsea,AI/AN,53.0,,,,,91.0
54010,2021-07-06,Suffolk,Chelsea,Asian,810.0,1019.0,928.0,,,241.0
54011,2021-07-06,Suffolk,Chelsea,Black,3336.0,1495.0,1254.0,,,1776.0
54012,2021-07-06,Suffolk,Chelsea,Hispanic,25092.0,14521.0,12745.0,,,30.0
54013,2021-07-06,Suffolk,Chelsea,Multi,420.0,307.0,277.0,,,
54014,2021-07-06,Suffolk,Chelsea,NH/PI,16.0,,,,,584.0
54015,2021-07-06,Suffolk,Chelsea,White,7307.0,6099.0,5515.0,,,1270.0
54016,2021-07-06,Suffolk,Chelsea,Other/Unknown,,4052.0,2782.0,,,
54017,2021-07-06,Suffolk,Chelsea,Total,36918.0,,,,,
57042,2021-07-13,Suffolk,Chelsea,AI/AN,53.0,,,,,
57043,2021-07-13,Suffolk,Chelsea,Asian,810.0,1031.0,942.0,,,89.0
57044,2021-07-13,Suffolk,Chelsea,Black,3336.0,1515.0,1283.0,,,232.0
57045,2021-07-13,Suffolk,Chelsea,Hispanic,25092.0,14675.0,12930.0,,,1745.0
57046,2021-07-13,Suffolk,Chelsea,Multi,420.0,312.0,286.0,,,
57047,2021-07-13,Suffolk,Chelsea,NH/PI,16.0,,,,,
57048,2021-07-13,Suffolk,Chelsea,White,7307.0,6164.0,5605.0,,,559.0
57049,2021-07-13,Suffolk,Chelsea,Other/Unknown,,4100.0,2820.0,,,1280.0
57050,2021-07-13,Suffolk,Chelsea,Total,36918.0,,,,,
60075,2021-07-20,Suffolk,Chelsea,AI/AN,53.0,,,,,
60076,2021-07-20,Suffolk,Chelsea,Asian,810.0,1037.0,951.0,,,86.0
60077,2021-07-20,Suffolk,Chelsea,Black,3336.0,1543.0,1304.0,,,239.0
60078,2021-07-20,Suffolk,Chelsea,Hispanic,25092.0,14897.0,13116.0,,,1781.0
60079,2021-07-20,Suffolk,Chelsea,Multi,420.0,318.0,288.0,,,30.0
60080,2021-07-20,Suffolk,Chelsea,NH/PI,16.0,,,,,
60081,2021-07-20,Suffolk,Chelsea,White,7307.0,6204.0,5642.0,,,562.0
60082,2021-07-20,Suffolk,Chelsea,Other/Unknown,,4127.0,2854.0,,,1273.0
60083,2021-07-20,Suffolk,Chelsea,Total,36918.0,,,,,
63108,2021-07-27,Suffolk,Chelsea,AI/AN,53.0,30.0,,,,
63109,2021-07-27,Suffolk,Chelsea,Asian,810.0,1048.0,957.0,,,91.0
63110,2021-07-27,Suffolk,Chelsea,Black,3336.0,1569.0,1323.0,,,246.0
63111,2021-07-27,Suffolk,Chelsea,Hispanic,25092.0,15164.0,13272.0,,,1892.0
63112,2021-07-27,Suffolk,Chelsea,Multi,420.0,321.0,294.0,,,
63113,2021-07-27,Suffolk,Chelsea,NH/PI,16.0,,,,,
63114,2021-07-27,Suffolk,Chelsea,White,7307.0,6238.0,5665.0,,,573.0
63115,2021-07-27,Suffolk,Chelsea,Other/Unknown,,4149.0,2873.0,,,1276.0
63116,2021-07-27,Suffolk,Chelsea,Total,36918.0,,,,,
66141,2021-08-03,Suffolk,Chelsea,AI/AN,53.0,31.0,,,,
66142,2021-08-03,Suffolk,Chelsea,Asian,810.0,1058.0,973.0,,,85.0
66143,2021-08-03,Suffolk,Chelsea,Black,3336.0,1593.0,1339.0,,,254.0
66144,2021-08-03,Suffolk,Chelsea,Hispanic,25092.0,15450.0,13437.0,,,2013.0
66145,2021-08-03,Suffolk,Chelsea,Multi,420.0,331.0,302.0,,,
66146,2021-08-03,Suffolk,Chelsea,NH/PI,16.0,,,,,
66147,2021-08-03,Suffolk,Chelsea,White,7307.0,6271.0,5696.0,,,575.0
66148,2021-08-03,Suffolk,Chelsea,Other/Unknown,,4175.0,2888.0,,,1287.0
66149,2021-08-03,Suffolk,Chelsea,Total,36918.0,,,,,
69174,2021-08-10,Suffolk,Chelsea,AI/AN,53.0,31.0,,,,
69175,2021-08-10,Suffolk,Chelsea,Asian,810.0,1066.0,977.0,,,89.0
69176,2021-08-10,Suffolk,Chelsea,Black,3336.0,1615.0,1356.0,,,259.0
69177,2021-08-10,Suffolk,Chelsea,Hispanic,25092.0,15799.0,13662.0,,,2137.0
69178,2021-08-10,Suffolk,Chelsea,Multi,420.0,336.0,310.0,,,
69179,2021-08-10,Suffolk,Chelsea,NH/PI,16.0,,,,,
69180,2021-08-10,Suffolk,Chelsea,White,7307.0,6320.0,5717.0,,,603.0
69181,2021-08-10,Suffolk,Chelsea,Other/Unknown,,4191.0,2893.0,,,1298.0
69182,2021-08-10,Suffolk,Chelsea,Total,36918.0,,,,,
72207,2021-08-17,Suffolk,Chelsea,AI/AN,53.0,31.0,,,,
